product_id,title,description,product_type,alias,mrp,price_display_amount,discount_percentage,product_tags,product_collections,shopify_cdn_url,local_path
14988,Valentina|Trucotton Midi Length Milkmaid Dress,"This midi dress, in classic green embraces a square neckline, delicate puff sleeves, and a fit-and-flare silhouette. Featuring a flowing hem and zip closure, its tailored from 100% sustainable cotton, offering a blend of structure and grace.",Dress,virgio,2990,1795,39.97,"Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWDR24352143, GroupID:VWWDR24352143, Print:Solid, StyleID:VWWDR2435214302","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Green Breeze, Inventory, Kalki Koechlin | Shop The Look, Natural Fabrics",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0366_2_1600x.jpg?v=1737628748,D:\flickd\data_preprocessing\catalog_images.csv\14988.jpg
14989,Louisa Top|Rescued Polyester Vneck Floral Print Top,"The Floral Strappy Top brings a modern edge to feminine dressing with its sleek V-neckline and sleeveless design. Tailored for a regular fit with a straight hem, itâ€™s crafted from rescued poly, ensuring both durability and a consciously crafted aesthetic.",Top,virgio,1590,955,39.94,"Colour:Off White, Fabric:Rescued Fabric, Gender:Women, GID_VWWTO24346945, GroupID:VWWTO24346945, Print:Abstract, StyleID:VWWTO2434694501","ALL COLLECTIONS, Flash Sale, Inventory, Pink Snow, The White Lotus, Tops, Topwear, Topwear veronica, White Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0112_2.jpg?v=1737629152&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\14989.jpg
14990,Capri|Peplum Denim Cami Top,Blue denim peplum cami top. Strappy top that is a cropped fit. Crafted from cotton for a more sustainable choice,Top,virgio,1590,1590,0.0,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO25014018, GroupID:VWWTO25014018, Print:Solid, StyleID:VWWTO2501401801","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Denim Drop, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB12_1600x.jpg?v=1738833980,
14991,Archer|Blue Regular Flared Denims,Light blue flared regular denims. The denim jeans have a straight fit and hem. It features pockets. Crafted from cotton for a more sustainable choice,Jeans,virgio,2390,2390,0.0,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWJE25010274, GroupID:VWWJE25010274, Print:Solid, StyleID:VWWJE2501027402","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, The Denim Drop, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_a50b5437-2dd9-48b0-8794-13ffdefcaa23_1600x.jpg?v=1738833563,D:\flickd\data_preprocessing\catalog_images.csv\14991.jpg
14992,Pola|Cropped Hoodie & Shorts Co-ord,"Cropped blue knitted hoodie. Designed with long, cuffed sleeves. Features a boxy fit, and a curved hemline. Crafted from a cotton-recycled poly blend for a sustainable fit",Co-Ord,virgio,3180,3180,0.0,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWCO24474040, GroupID:VWWCO24474040, Print:Self Design, StyleID:VWWCO2447404001","Academic Edge, ALL COLLECTIONS, Casual Essentials, Co-ords, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1656_1600x.jpg?v=1738831875,
14994,Zoey|Oversized Black T-Shirt,"Black oversized v-neck knitted sweater vest. Features extended sleeves. Designed with a boxy fit, and a straight hem. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",Top,virgio,1790,1075,39.94,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWSS24474065, GroupID:VWWSS24474065, Print:Solid, StyleID:VWWSS2447406502","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB3_980f49bb-9e0b-4af1-bf33-4b2727b12b91_1600x.jpg?v=1739274815,D:\flickd\data_preprocessing\catalog_images.csv\14994.jpg
14995,Ayla|Hoodie & Shorts Co-Ord Set,"Pink cropped knitted hoodie, and shorts co-ord set. Hoodie has long, cuffed sleeves with a boxy fit. Straight shorts with pockets. Crafted from a cotton-recycled poly blend for a sustainable fit",Co-Ord,virgio,3180,3180,0.0,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWCO24474040, GroupID:VWWCO24474040, Print:Self Design, StyleID:VWWCO2447404002","Academic Edge, ALL COLLECTIONS, Casual Essentials, Co-ords, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Natural Fabrics, Pink Bloom, Pink Snow, Snug Season, The Boyfriend's Hoodie, The Galentines Brunch, The Virgio Promise",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1973_e314d9c0-03a9-4daa-bd37-a5b4ba7197ae_1600x.jpg?v=1738758319,
14996,Precious|Smocked Peplum Top With Bow,"Solid off white smocked ruffle peplum top. Features a satin bow applique detail. Designed with a square neck, this crop top has a flounce hem. Crafted from 100% cotton, making it a 100% sustainable pick",Top,virgio,2390,1435,39.96,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWTO25033208, GroupID:VWWTO25033208, Print:Solid, StyleID:VWWTO2503320801","ALL COLLECTIONS, Bows, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Soft Romance, The Galentines Brunch, Tops, Topwear, Topwear veronica, Vacation Vibe, White Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB7_7dac0ea1-9054-46e9-89b3-da4989fb9153_1600x.jpg?v=1739271242,D:\flickd\data_preprocessing\catalog_images.csv\14996.jpg
14997,Kai|Cropped Elasticated Hoodie,"Green cropped elasticated knitted hoodie. Features long, cuffed sleeves. Designed with a boxy fit, and a straight hem. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",Top,virgio,1990,1990,0.0,"Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWSS24474059, GroupID:VWWSS24474059, Print:Solid, StyleID:VWWSS2447405901","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Green Breeze, Inventory, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF2117_1600x.jpg?v=1738738171,
14998,Cookie|Black Bow Knot Tie-Up Top,"Solid black tie-up top with a bow knot. This crop top features a strappy design. Designed with a flared fit and hem. Crafted from 100% cotton, making it a 100% sustainable pick",Top,virgio,1990,1195,39.95,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO25033214, GroupID:VWWTO25033214, Print:Solid, StyleID:VWWTO2503321401","ALL COLLECTIONS, Bleed Blue, Bows, Brunch Ready, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Soft Romance, The Galentines Brunch, The Virgio Promise, Tops, Topwear, Topwear veronica, Vacation Vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_8b7ac5c8-f32c-48a1-ae95-971683e20c75_1600x.jpg?v=1739277967,D:\flickd\data_preprocessing\catalog_images.csv\14998.jpg
14999,Dream|Halter Neck Tiered Dress,"Black halter neck tiered maxi dress with a back bow. Designed with a A-line fit. Flared hem. Crafted from cotton, the dress is a sustainable pick",Dress,virgio,2790,1675,39.96,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWDR25033200, GroupID:VWWDR25033200, Print:Solid, StyleID:VWWDR2503320001","ALL COLLECTIONS, Casual Essentials, Chasing Butterflies, Cotton Collection, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Soft Romance, The Galentines Brunch, The Virgio Promise, Unstoppably You!, Vacation Vibe",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_9add3ba8-36da-44e8-b765-1b4170403192_512x.jpg?v=1739430286,D:\flickd\data_preprocessing\catalog_images.csv\14999.jpg
15001,Roper|Oversized V-Neck T-Shirt,"Grey oversized v-neck knitted sweater vest. Features extended sleeves. Designed with a boxy fit, and a straight hem. Crafted from a cotton-recycled poly blend, it is sustainable and eco-friendly",Top,virgio,1790,1075,39.94,"Colour:Grey, Fabric:Cotton, Gender:Women, GID_VWWSS24474065, GroupID:VWWSS24474065, Print:Solid, StyleID:VWWSS2447406501","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise, Tops, Topwear, Topwear veronica",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_3930e812-59eb-40d4-a5a8-b219f73cf3a8.jpg?v=1739271707&quality=60&width=512,D:\flickd\data_preprocessing\catalog_images.csv\15001.jpg
15002,Pola Hoodie|Cropped Boxy Blue Hoodie,"Cropped blue knitted hoodie. Long, cuffed sleeves. Boxy fit, with a curved hemline. Crafted from a cotton-recycled poly blend for a sustainable fit",Top,virgio,1790,1790,0.0,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWSS24474040, GroupID:VWWSS24474040, Print:Self Design, StyleID:VWWSS2447404001","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1663E4_1600x.jpg?v=1738831884,D:\flickd\data_preprocessing\catalog_images.csv\15002.jpg
15003,Amaz|Viscose+ Highneck Scooped Hem Regular Top,"Black high neck full sleeve top with a regular fit. This knitted top is made from a viscose and nylon blend, ensuring both durability and eco-friendly attributes.",Top,virgio,1990,1990,0.0,"Colour:Black, Colour:White, Fabric:Cotton, Fabric:Viscose, Gender:Women, GID_VWWTO24420713, GroupID:VWWTO24420713, Print:Solid, StyleID:VWWTO2442071302","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica, Viscose Collection, White Bloom, Work Wear",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0107_856a0ea3-13a9-4278-98fc-0e7fedcddc2f_1600x.jpg?v=1737450232,D:\flickd\data_preprocessing\catalog_images.csv\15003.jpg
15004,Louisa Pants|Rescued Polyester Floral Print Wide Pants,"Designed for effortless movement, the Floral Printed Pants reimagine relaxed tailoring with a versatile straight-leg silhouette. Cut for a regular fit with a structured hem, these pants are crafted from rescued poly, balancing sustainability with contemporary ease.",Trouser,virgio,2390,1435,39.96,"Colour:Off White, Fabric:Rescued Fabric, Gender:Women, GID_VWWTR24347116, GroupID:VWWTR24347116, Print:Abstract, StyleID:VWWTR2434711601","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Pink Snow, The White Lotus, trousers, White Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0081_2_1600x.jpg?v=1739880812,D:\flickd\data_preprocessing\catalog_images.csv\15004.jpg
15005,Paz Pants|Rescued Polyester Abstract Print Pant,"The Abstract Floral Printed Pants bring effortless elegance to contemporary tailoring. With a straight-leg silhouette and structured hem, these pants offer a regular fit thatâ€™s both versatile and polished. Designed in rescued poly, they redefine sustainable fashion with a timeless appeal.",Trouser,virgio,2390,1435,39.96,"Colour:Teal, Fabric:Rescued Fabric, Gender:Women, GID_VWWTR24347116, GroupID:VWWTR24347116, Print:Abstract, StyleID:VWWTR2434711602","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, The White Lotus, trousers",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0495_1600x.jpg?v=1739880711,D:\flickd\data_preprocessing\catalog_images.csv\15005.jpg
15006,Palmira Shorts|Rescued Polyester Abstract Print Shorts,"The Abstract Floral Printed Shorts offer the perfect balance of comfort and style, featuring a knee-length silhouette with an elasticated gathered waistband for an effortless fit. Finished with a straight hem, these lightweight shorts are crafted from rescued poly, ensuring both durability and a sustainable touch.",Shorts,virgio,1790,1075,39.94,"Colour:Teal, Fabric:Rescued Fabric, Gender:Women, GID_VWWSO24346953, GroupID:VWWSO24346953, Print:Abstract, StyleID:VWWSO2434695301","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Shorts, Skirts | Shorts, The White Lotus",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0023_4_c56f3599-5aab-4d12-bfa4-98df99846713_1600x.jpg?v=1737633610,D:\flickd\data_preprocessing\catalog_images.csv\15006.jpg
15008,Louisa Shirt|Rescued Polyester Floral Print Shirt,"Elevate everyday dressing with the Floral Printed Shirt, a versatile button-down silhouette with short sleeves and a straight hem. Designed for a relaxed yet polished fit, itâ€™s crafted from rescued poly, offering a lightweight, long-lasting feel that seamlessly blends style and sustainability.",Shirt,virgio,2390,1435,39.96,"Colour:MULTI, Colour:Off White, Fabric:Rescued Fabric, Gender:Women, GID_VWWSH24346949, GroupID:VWWSH24346949, Print:Abstract, StyleID:VWWSH2434694902","ALL COLLECTIONS, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Shirts and Blouses, The Classic Edit, The White Lotus",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0482_0678fb40-2fa9-432a-8499-0e354c8637af_1600x.jpg?v=1748851276,D:\flickd\data_preprocessing\catalog_images.csv\15008.jpg
15009,Jewel|Ribbed Lace Trim T-Shirt,"Solid black ribbed T-shirt. Designed with a straight hem, and a lace trim. Features a V-neck, with short regular sleeves. Crafted from viscose for a long-lasting and durable fit",Tshirt,virgio,1790,1075,39.94,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO25033211, GroupID:VWWTO25033211, Print:Solid, StyleID:VWWTO2503321101","ALL COLLECTIONS, Casual Essentials, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Soft Romance, The Classic Edit, Tops, Topwear, Topwear veronica, Unstoppably You!, Viscose Collection",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-4_644fb7cb-e06a-4f51-b77c-7dcc9d9aa4aa_1600x.jpg?v=1739427869,D:\flickd\data_preprocessing\catalog_images.csv\15009.jpg
15010,Love|Rose Applique Bodycon Dress,"Red solid knitted bodycon mini dress. Features a rose-bow applique detail. Square neck, with short, regular sleeves. Crafted from viscose for a long-lasting and durable fit",Dress,virgio,2790,1675,39.96,"Colour:Red, Fabric:Viscose, Gender:Women, GID_VWWDR25033204, GroupID:VWWDR25033204, Print:Solid, StyleID:VWWDR2503320401","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Kiss & Tell, Natural Fabrics, Red Velvet, Soft Romance, Unstoppably You!, Vacation Vibe, Viscose Collection",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-8_1a58420e-0e3e-4de0-b50b-a06fa50b1c18_1600x.jpg?v=1739427493,D:\flickd\data_preprocessing\catalog_images.csv\15010.jpg
15012,Snow|Cupid Graphic Cutout T-Shirt,"Off white cupid graphic T-shirt. Designed with a cut-out detail. Features a round neck, with short regular sleeves. Designed with a straight hem. Crafted from 100% cotton, making it a 100% sustainable pick",Tshirt,virgio,2190,1315,39.95,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWTO25033212, GroupID:VWWTO25033212, Print:Graphic, StyleID:VWWTO2503321201","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Soft Romance, The Classic Edit, Tops, Topwear, Topwear veronica, White Bloom",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-25_9cc00084-1836-43bb-a649-18f4f983153d_1600x.jpg?v=1739427797,D:\flickd\data_preprocessing\catalog_images.csv\15012.jpg
